안지매,69,195
강영희,56,199
최철수,99,195
최길동,53,172
안길동,60,173
신길동,60,145
이꺽정,51,185
신길동,83,144
신길동,89,164
성지매,88,152
성영희,55,155
서지매,79,167
안길동,86,152
강지매,52,172
최길동,65,186
이지매,97,193
강길동,51,157
신길동,87,183
서철수,72,152
강영희,70,185
홍철수,74,197
강꺽정,87,155
박영희,48,189
서영희,46,148
성길동,67,146
서철수,50,164
이길동,59,198
이철수,43,167
신지매,66,163
박꺽정,88,193
성철수,94,191
이길동,69,190
서길동,56,172
강지매,41,192
최꺽정,52,153
성꺽정,42,168
강길동,55,189
최길동,95,146
서지매,69,193
최꺽정,58,194
최철수,66,148
성꺽정,73,178
최길동,99,160
서영희,83,197
최영희,66,163
최지매,88,143
이철수,65,196
성꺽정,57,191
박꺽정,54,163
성길동,94,142
김영희,78,169
이철수,46,141
안길동,51,190
김꺽정,73,151
신꺽정,67,190
최지매,66,147
홍영희,62,164
강꺽정,87,144
안꺽정,97,155
강지매,43,155
신길동,90,149
김꺽정,54,175
강지매,90,149
성꺽정,52,187
박철수,45,184
최꺽정,98,182
최지매,60,142
서지매,56,198
강길동,67,159
안길동,41,163
김지매,77,161
안지매,48,160
서영희,95,183
최지매,86,170
이길동,68,190
박지매,81,177
김길동,43,185
최꺽정,72,194
박지매,83,157
성길동,60,182
서길동,87,158
이철수,40,140
강꺽정,79,191
홍지매,90,182
이꺽정,76,152
김꺽정,84,158
이꺽정,68,152
서지매,84,197
김지매,58,159
강길동,60,163
서철수,91,148
이영희,92,191
강지매,46,146
강지매,83,176
안영희,65,158
성꺽정,94,155
성길동,79,192
홍꺽정,56,175
홍지매,60,162
최꺽정,48,189
홍철수,55,167
서철수,91,163
강영희,88,167
김길동,98,154
최철수,75,173
이지매,84,181
이길동,71,194
신길동,79,188
이지매,54,152
이길동,40,177
서영희,95,176
서영희,60,181
서꺽정,74,158
안영희,96,157
강지매,80,188
성지매,70,175
최영희,75,146
김영희,45,162
박영희,58,188
박길동,40,181
강꺽정,59,189
성지매,42,141
성지매,51,149
최철수,80,153
서길동,46,150
김철수,62,195
안철수,52,180
최길동,87,170
안영희,50,185
신철수,78,174
박길동,65,142
서꺽정,53,179
홍철수,85,140
강철수,54,185
서철수,97,175
성지매,57,160
신영희,48,157
신지매,74,168
홍철수,42,166
이꺽정,50,148
홍철수,48,178
안영희,69,185
강꺽정,84,197
강철수,72,192
최지매,62,173
서길동,58,171
홍꺽정,81,191
강영희,77,173
박영희,52,187
김길동,42,144
서길동,78,186
강길동,75,172
안꺽정,51,193
안철수,45,140
안지매,68,190
강지매,98,153
홍철수,73,141
안꺽정,83,163
강영희,83,145
성영희,49,162
신철수,73,177
박꺽정,51,180
강꺽정,94,182
서지매,81,181
박철수,56,178
서영희,82,172
신길동,43,182
강꺽정,70,167
홍지매,56,197
성영희,64,182
김철수,99,162
홍꺽정,43,159
이영희,44,155
성영희,79,142
박지매,96,189
안지매,52,164
최길동,53,171
안지매,51,167
이철수,47,150
신길동,52,179
서길동,87,194
이꺽정,51,154
서철수,40,144
신영희,69,151
최철수,82,170
김길동,74,181
강꺽정,74,162
홍지매,75,143
성꺽정,75,161
이길동,91,161
강꺽정,81,161
강꺽정,81,168
홍지매,47,166
성철수,99,186
최지매,68,170
신길동,99,154
신길동,70,173
신꺽정,86,184
김철수,52,167
서길동,94,192
김영희,68,196
이지매,44,164
이철수,97,169
성영희,82,191
박영희,58,190
김영희,90,190
신꺽정,46,170
박꺽정,88,164
안길동,66,148
신꺽정,79,178
박지매,89,153
박지매,51,179
최길동,99,154
신길동,79,188
서철수,44,140
성길동,56,167
최길동,55,176
이영희,60,185
신꺽정,86,162
박영희,93,179
강꺽정,80,141
홍지매,56,142
이길동,95,171
이영희,75,189
박영희,82,190
최철수,51,158
신영희,78,189
김길동,54,188
홍길동,60,197
이지매,61,186
김철수,66,165
박영희,49,165
최영희,69,158
신철수,66,199
안꺽정,86,164
성길동,92,196
신길동,84,173
안꺽정,57,140
박철수,73,172
박꺽정,99,149
성지매,79,159
신꺽정,86,154
신길동,68,175
신꺽정,78,161
이철수,97,194
성꺽정,46,147
안꺽정,51,169
이영희,87,183
강영희,87,175
홍길동,53,191
최꺽정,72,160
이지매,67,161
강지매,44,186
김꺽정,99,187
서지매,43,189
성길동,85,192
김지매,76,197
성길동,78,170
김지매,83,156
이영희,66,164
김영희,86,143
박길동,95,171
신지매,97,142
신지매,67,184
신지매,61,157
홍지매,49,169
이영희,57,143
박철수,45,150
홍철수,63,142
이지매,81,171
홍길동,59,151
김지매,90,150
이길동,40,197
이길동,64,198
서영희,66,149
김철수,91,165
김철수,80,187
김영희,57,181
김꺽정,58,199
강길동,70,192
안철수,54,144
홍지매,74,194
이철수,42,142
성길동,90,168
김영희,79,165
이꺽정,92,157
강철수,61,174
김꺽정,40,142
이꺽정,67,172
김철수,66,166
신철수,40,154
성철수,54,175
성지매,89,165
성영희,66,140
홍길동,68,171
박지매,93,175
신꺽정,41,149
안길동,72,194
서꺽정,83,153
강길동,66,162
성지매,61,177
박영희,41,196
신지매,50,144
홍꺽정,62,184
최꺽정,53,169
최꺽정,57,168
김길동,77,149
성철수,48,180
서영희,53,172
최길동,65,157
최영희,85,164
이영희,91,149
성꺽정,44,155
안지매,56,190
김영희,57,187
홍꺽정,97,198
신지매,79,178
서철수,63,187
홍지매,78,175
성영희,88,154
박지매,58,168
신길동,86,159
신영희,71,149
안지매,68,183
최지매,54,195
성지매,55,194
안철수,54,184
최철수,64,159
최지매,63,177
성꺽정,59,147
홍지매,88,186
안꺽정,50,159
강길동,69,194
홍지매,83,153
강길동,73,174
이꺽정,65,157
성길동,69,168
홍꺽정,93,186
홍길동,44,155
성길동,64,192
신철수,72,182
성꺽정,56,173
안꺽정,88,166
신영희,76,173
안영희,62,191
박꺽정,76,185
서철수,55,174
서영희,54,181
서꺽정,73,157
서지매,65,165
신영희,46,161
홍꺽정,98,161
최지매,82,190
신지매,63,163
박영희,79,176
신길동,53,140
서지매,52,184
박지매,96,174
김길동,78,141
신영희,58,182
김꺽정,67,189
이지매,69,147
강철수,76,173
김철수,83,179
김지매,55,171
성철수,79,161
서영희,99,151
안지매,50,187
홍지매,87,165
홍꺽정,53,195
최길동,62,172
김꺽정,71,143
홍철수,41,141
이영희,67,161
최꺽정,77,195
김길동,60,166
최꺽정,47,158
최길동,79,193
성길동,45,170
홍영희,75,140
성지매,69,185
최지매,97,152
서영희,57,192
최영희,60,156
박지매,82,173
김지매,98,179
안길동,53,193
신지매,64,195
신지매,77,151
홍영희,40,169
최길동,49,169
성영희,97,199
김영희,81,195
강꺽정,87,190
최영희,51,173
신지매,87,192
김영희,87,182
최철수,57,183
서꺽정,41,169
최꺽정,67,199
이영희,94,153
김길동,53,180
성길동,43,162
이지매,98,160
박철수,51,177
성길동,70,155
강길동,43,157
홍철수,53,181
성영희,77,151
이길동,59,167
이영희,90,143
서지매,75,197
김철수,68,168
홍영희,47,192
성철수,47,177
신철수,86,148
서철수,66,149
홍영희,56,189
최꺽정,89,183
서철수,58,199
강철수,71,189
신꺽정,96,165
박지매,89,169
신영희,49,152
홍꺽정,79,148
최지매,46,188
강철수,45,149
서꺽정,54,163
김지매,73,164
서길동,85,149
성꺽정,76,162
이영희,52,143
안꺽정,90,149
홍철수,77,141
박지매,70,161
박길동,69,196
홍길동,53,173
신영희,95,165
안지매,95,159
최지매,51,141
김철수,55,171
신꺽정,75,158
최꺽정,65,147
박꺽정,98,146
강꺽정,54,168
이꺽정,95,154
최길동,74,146
김지매,61,146
이철수,80,144
서지매,80,178
신꺽정,74,160
이지매,61,162
성철수,53,160
박꺽정,72,177
최철수,99,140
서지매,53,140
성지매,73,193
서꺽정,57,143
강지매,48,194
성영희,46,147
성꺽정,63,171
최꺽정,83,160
최길동,98,173
성영희,62,193
서지매,57,142
최꺽정,71,173
성철수,99,159
강꺽정,76,194
안영희,41,175
신철수,73,197
신철수,77,166
안꺽정,43,169
강꺽정,81,164
김꺽정,62,157
홍지매,46,193
박꺽정,67,140
신철수,55,176
서철수,42,141
성길동,78,152
서꺽정,62,158
홍꺽정,98,147
성지매,54,144
안꺽정,85,147
최길동,71,181
최길동,53,150
강철수,43,195
이철수,60,190
홍꺽정,43,147
강지매,97,172
안꺽정,88,191
최영희,44,141
김꺽정,85,144
박철수,89,192
이영희,99,184
최철수,69,159
이철수,53,160
김길동,73,150
박철수,50,177
홍영희,52,182
이영희,53,168
홍영희,40,196
이꺽정,76,144
김길동,49,198
김지매,46,140
강길동,94,152
안지매,65,189
